id,accession_number,title,artist,date,medium,department,culture,type,api_description,did_you_know,image_url,url,scraped_description,mood,subject,style_period,text_for_embedding,embedding_index
161781,2001.120,Layered Peaks and Splashing Waterfall: Portrait of Hua Yan as a Young Man,"Hua Yan (Chinese, 1682–c. 1765)",1705,Hanging scroll; ink and color on silk,Chinese Art,"China, Qing dynasty (1644-1911)",Painting,"This portrait was jointly executed by Wei Shijie and Hua Yan himself who painted the landscape in the background. Hua Yan is shown here at the age of about 23. The sword at his back is a reference to his early desire for a military career, while the scholar’s robe suggests an opposing aspiration. Together these are signs of a complex personality. <br><br>The painting also reveals Hua Yan’s early talent in painting. While Wei Shijie is little known, Hua Yan would later become a well-known painter. In addition to Wei Shijie and Hua Yan, nine of Hua Yan’s contemporary friends left inscriptions on the painting.","Hua Yan's autobiographical inscription, full of remorse and insecurity, is squeezed into the contour of a hill in the upper left.",https://openaccess-cdn.clevelandart.org/2001.120/2001.120_web.jpg,https://clevelandart.org/art/2001.120,"This portrait was jointly executed by Wei Shijie and Hua Yan himself who painted the landscape in the background. Hua Yan is shown here at the age of about 23. The sword at his back is a reference to his early desire for a military career, while the scholar’s robe suggests an opposing aspiration. Together these are signs of a complex personality. <br><br>The painting also reveals Hua Yan’s early talent in painting. While Wei Shijie is little known, Hua Yan would later become a well-known painter. In addition to Wei Shijie and Hua Yan, nine of Hua Yan’s contemporary friends left inscriptions on the painting.",,,,"Layered Peaks and Splashing Waterfall: Portrait of Hua Yan as a Young Man. by Hua Yan (Chinese, 1682–c. 1765). Hanging scroll; ink and color on silk. China, Qing dynasty (1644-1911). Painting. This portrait was jointly executed by Wei Shijie and Hua Yan himself who painted the landscape in the background. Hua Yan is shown here at the age of about 23. The sword at his back is a reference to his early desire for a military career, while the scholar’s robe suggests an opposing aspiration. Together these are signs of a complex personality. <br><br>The painting also reveals Hua Yan’s early talent in painting. While Wei Shijie is little known, Hua Yan would later become a well-known painter. In addition to Wei Shijie and Hua Yan, nine of Hua Yan’s contemporary friends left inscriptions on the painting.. Hua Yan's autobiographical inscription, full of remorse and insecurity, is squeezed into the contour of a hill in the upper left.",816
172573,2015.63,Descent of the Nine Luminaries and the Seven Stars at Kasuga,Unknown,mid- to late 1300s,"Hanging scroll; ink, color, gold and cut gold on silk",Japanese Art,"Japan, Nanbokuchō period (1336–92)",Painting,"This medieval religious painting shows celestial beings descending from the heavens into the Kasuga Shrine, a major religious site in Japan's ancient capital, Nara. The moon and the Kasuga mountain range appear in the uppermost portion of the painting, as does a red shrine entrance gate, or <em>torii</em>. In the upper part of the painting, figural representations of the stars in the constellation known as the Big Dipper in the West descend from right to left on cloud banks. In the lower part, the Nine Luminaries (Sanskrit: <em>Navagraha</em>) that emerged from the Vedic tradition—the sun and moon; the planets Jupiter, Mars, Saturn, Venus, and Mercury; and personifications of the fluctuating lunar nodes—descend in similar fashion. The painting uses the ""deities in descent"" scheme originating in China, as well as the original Buddhist form mandala (Japanese: <em>honjibutsu mandarazu</em>) format prevalent in medieval Japanese Shinto-Buddhist painting, to generate an image connected to the worship of celestial bodies in Esoteric Buddhism.",A 19th-century copy of this painting in ink and light color exists at the Kyoto City University of Arts.,https://openaccess-cdn.clevelandart.org/2015.63/2015.63_web.jpg,https://clevelandart.org/art/2015.63,"This medieval religious painting shows celestial beings descending from the heavens into the Kasuga Shrine, a major religious site in Japan's ancient capital, Nara. The moon and the Kasuga mountain range appear in the uppermost portion of the painting, as does a red shrine entrance gate, or <em>torii</em>. In the upper part of the painting, figural representations of the stars in the constellation known as the Big Dipper in the West descend from right to left on cloud banks. In the lower part, the Nine Luminaries (Sanskrit: <em>Navagraha</em>) that emerged from the Vedic tradition—the sun and moon; the planets Jupiter, Mars, Saturn, Venus, and Mercury; and personifications of the fluctuating lunar nodes—descend in similar fashion. The painting uses the ""deities in descent"" scheme originating in China, as well as the original Buddhist form mandala (Japanese: <em>honjibutsu mandarazu</em>) format prevalent in medieval Japanese Shinto-Buddhist painting, to generate an image connected to the worship of celestial bodies in Esoteric Buddhism.",,,,"Descent of the Nine Luminaries and the Seven Stars at Kasuga. Hanging scroll; ink, color, gold and cut gold on silk. Japan, Nanbokuchō period (1336–92). Painting. This medieval religious painting shows celestial beings descending from the heavens into the Kasuga Shrine, a major religious site in Japan's ancient capital, Nara. The moon and the Kasuga mountain range appear in the uppermost portion of the painting, as does a red shrine entrance gate, or <em>torii</em>. In the upper part of the painting, figural representations of the stars in the constellation known as the Big Dipper in the West descend from right to left on cloud banks. In the lower part, the Nine Luminaries (Sanskrit: <em>Navagraha</em>) that emerged from the Vedic tradition—the sun and moon; the planets Jupiter, Mars, Saturn, Venus, and Mercury; and personifications of the fluctuating lunar nodes—descend in similar fashion. The painting uses the ""deities in descent"" scheme originating in China, as well as the original Buddhist form mandala (Japanese: <em>honjibutsu mandarazu</em>) format prevalent in medieval Japanese Shinto-Buddhist painting, to generate an image connected to the worship of celestial bodies in Esoteric Buddhism.. A 19th-century copy of this painting in ink and light color exists at the Kyoto City University of Arts.",817
294203,2017.6,Munja-Chaekgeori Screen (Character-Books Screen),Unknown,early 1900s,"Eight-panel folding screen, ink on paper",Korean Art,"Korea, Joseon dynasty (1392–1910)",Painting,"This folding screen is a whimsical harmony of two different subjects: <em>chaekgeori</em>, or books and things; and <em>munja</em>, or characters. The lower section of each panel depicts the imagery of things, including books, decorative arts, and utilitarian objects. The upper portion of each panel bears a classical Chinese character. Read from far right to left, the eight characters refer to the values of Confucian teachings of the Joseon dynasty: filial piety, brotherly love, loyalty, trust, propriety, righteousness, modesty, and humility. While these two pictorial genres are harmoniously conjoined on the same picture plane, two sharply contrasting world views—urban consumerism and traditional Confucian ethics that despise materialism—compete with one another.","The eight Korean characters each mean filial piety, brotherly love, loyalty, trust, propriety, righteousness or justice, modesty or integrity, and humility or the feeling of shame.",https://openaccess-cdn.clevelandart.org/2017.6/2017.6_web.jpg,https://clevelandart.org/art/2017.6,"This folding screen is a whimsical harmony of two different subjects: <em>chaekgeori</em>, or books and things; and <em>munja</em>, or characters. The lower section of each panel depicts the imagery of things, including books, decorative arts, and utilitarian objects. The upper portion of each panel bears a classical Chinese character. Read from far right to left, the eight characters refer to the values of Confucian teachings of the Joseon dynasty: filial piety, brotherly love, loyalty, trust, propriety, righteousness, modesty, and humility. While these two pictorial genres are harmoniously conjoined on the same picture plane, two sharply contrasting world views—urban consumerism and traditional Confucian ethics that despise materialism—compete with one another.",,,,"Munja-Chaekgeori Screen (Character-Books Screen). Eight-panel folding screen, ink on paper. Korea, Joseon dynasty (1392–1910). Painting. This folding screen is a whimsical harmony of two different subjects: <em>chaekgeori</em>, or books and things; and <em>munja</em>, or characters. The lower section of each panel depicts the imagery of things, including books, decorative arts, and utilitarian objects. The upper portion of each panel bears a classical Chinese character. Read from far right to left, the eight characters refer to the values of Confucian teachings of the Joseon dynasty: filial piety, brotherly love, loyalty, trust, propriety, righteousness, modesty, and humility. While these two pictorial genres are harmoniously conjoined on the same picture plane, two sharply contrasting world views—urban consumerism and traditional Confucian ethics that despise materialism—compete with one another.. The eight Korean characters each mean filial piety, brotherly love, loyalty, trust, propriety, righteousness or justice, modesty or integrity, and humility or the feeling of shame.",818
125949,1948.181.1,Music and Dance,"François Boucher (French, 1703–1770)",1740s,oil on canvas,European Painting and Sculpture,"France, 18th century",Painting,"Along with Cupids in Conspiracy (1948.181.2), this work is surely part of a series of over-door paintings that would have been installed in a house. However, where the panels were originally installed or who commissioned them remains unknown. They exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th-century France. Even though the paintings were part of the wall decoration of the room, the patrons chose François Boucher, a well-known painter of portraits and genre scenes, as well as mythological and religious subjects, to execute them. These two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century: light, charming, pastoral scenes that mix classical elements with pure fantasy. Both of them feature putti, chubby baby characters that add a touch of humor to the images.",,https://openaccess-cdn.clevelandart.org/1948.181.1/1948.181.1_web.jpg,https://clevelandart.org/art/1948.181.1,"Along with Cupids in Conspiracy (1948.181.2), this work is surely part of a series of over-door paintings that would have been installed in a house. However, where the panels were originally installed or who commissioned them remains unknown. They exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th-century France. Even though the paintings were part of the wall decoration of the room, the patrons chose François Boucher, a well-known painter of portraits and genre scenes, as well as mythological and religious subjects, to execute them. These two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century: light, charming, pastoral scenes that mix classical elements with pure fantasy. Both of them feature putti, chubby baby characters that add a touch of humor to the images.",,,,"Music and Dance. by François Boucher (French, 1703–1770). oil on canvas. France, 18th century. Painting. Along with Cupids in Conspiracy (1948.181.2), this work is surely part of a series of over-door paintings that would have been installed in a house. However, where the panels were originally installed or who commissioned them remains unknown. They exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th-century France. Even though the paintings were part of the wall decoration of the room, the patrons chose François Boucher, a well-known painter of portraits and genre scenes, as well as mythological and religious subjects, to execute them. These two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century: light, charming, pastoral scenes that mix classical elements with pure fantasy. Both of them feature putti, chubby baby characters that add a touch of humor to the images.",819
132016,1954.583,Landscape after Ni Zan,"Wang Yuanqi (Chinese, 1642–1715)",1707,Hanging scroll; ink and light color on paper,Chinese Art,"China, Qing dynasty (1644–1911)",Painting,"Wang Yuanqi, an official in Emperor Kangxi’s (reigned 1662–1722) court, grew up in an artistic family. Like other mainstream painters of the Orthodox School, he followed a canon of earlier styles and artists endorsed by Ming calligrapher Dong Qichang (1555–1636). <br> <br>Here, Wang drew inspiration from Ni Zan (1301–1374), a Yuan dynasty painter known for his simple compositions and spare use of ink. Master Ni seldom used color, but Wang added green and ochre washes to the trees, cottages, and hills in this landscape. Painting was a way for Wang to relieve the pressures of his official duties.",,https://openaccess-cdn.clevelandart.org/1954.583/1954.583_web.jpg,https://clevelandart.org/art/1954.583,"Wang Yuanqi, an official in Emperor Kangxi’s (reigned 1662–1722) court, grew up in an artistic family. Like other mainstream painters of the Orthodox School, he followed a canon of earlier styles and artists endorsed by Ming calligrapher Dong Qichang (1555–1636). <br> <br>Here, Wang drew inspiration from Ni Zan (1301–1374), a Yuan dynasty painter known for his simple compositions and spare use of ink. Master Ni seldom used color, but Wang added green and ochre washes to the trees, cottages, and hills in this landscape. Painting was a way for Wang to relieve the pressures of his official duties.",,,,"Landscape after Ni Zan. by Wang Yuanqi (Chinese, 1642–1715). Hanging scroll; ink and light color on paper. China, Qing dynasty (1644–1911). Painting. Wang Yuanqi, an official in Emperor Kangxi’s (reigned 1662–1722) court, grew up in an artistic family. Like other mainstream painters of the Orthodox School, he followed a canon of earlier styles and artists endorsed by Ming calligrapher Dong Qichang (1555–1636). <br> <br>Here, Wang drew inspiration from Ni Zan (1301–1374), a Yuan dynasty painter known for his simple compositions and spare use of ink. Master Ni seldom used color, but Wang added green and ochre washes to the trees, cottages, and hills in this landscape. Painting was a way for Wang to relieve the pressures of his official duties.",820
141186,1964.43,Old Pine Tree,"Wen Zhengming (Chinese, 1470–1559)",late 1530s,handscroll; ink on paper,Chinese Art,"China, Ming dynasty (1368–1644)",Painting,"Here the natural appearance of a gnarled and vine-entangled pine has been transformed into a rhythmic abstraction of brushstrokes and ink tonalities, with unifying opposites—opening and closing, rising and falling—that provide the design across the horizontal scroll. The artist's inscription reads: ""The force of change beyond restraint; / The dragon's whiskers are likened to a forest of spears.""",,https://openaccess-cdn.clevelandart.org/1964.43/1964.43_web.jpg,https://clevelandart.org/art/1964.43,"Here the natural appearance of a gnarled and vine-entangled pine has been transformed into a rhythmic abstraction of brushstrokes and ink tonalities, with unifying opposites—opening and closing, rising and falling—that provide the design across the horizontal scroll. The artist's inscription reads: ""The force of change beyond restraint; / The dragon's whiskers are likened to a forest of spears.""",,,,"Old Pine Tree. by Wen Zhengming (Chinese, 1470–1559). handscroll; ink on paper. China, Ming dynasty (1368–1644). Painting. Here the natural appearance of a gnarled and vine-entangled pine has been transformed into a rhythmic abstraction of brushstrokes and ink tonalities, with unifying opposites—opening and closing, rising and falling—that provide the design across the horizontal scroll. The artist's inscription reads: ""The force of change beyond restraint; / The dragon's whiskers are likened to a forest of spears.""",821
144255,1969.1,The Oath of Abraham’s Servant,"Giovanni Benedetto Castiglione (Italian, 1609–1664)",c. 1650–59,oil on canvas,European Painting and Sculpture,"Italy, 17th century",Painting,"This work has long been called <em>Journey of a Patriarch</em> in the belief that the artist intended no specific subject. The painting instead depicts a moment in the Old Testament book of Genesis. Abraham secures a pledge from his servant to find a wife for Abraham’s son Isaac. The servant wears a <em>zamt</em>, a goatskin cap common in North Africa in the 1600s, here dyed an unusual shade of blue, a color associated with faith and trust, symbolizing his sacred oath.","The musical instrument at the left symbolizes love, foreshadowing the wedding the servant pledges to facilitate.",https://openaccess-cdn.clevelandart.org/1969.1/1969.1_web.jpg,https://clevelandart.org/art/1969.1,"This work has long been called <em>Journey of a Patriarch</em> in the belief that the artist intended no specific subject. The painting instead depicts a moment in the Old Testament book of Genesis. Abraham secures a pledge from his servant to find a wife for Abraham’s son Isaac. The servant wears a <em>zamt</em>, a goatskin cap common in North Africa in the 1600s, here dyed an unusual shade of blue, a color associated with faith and trust, symbolizing his sacred oath.",,,,"The Oath of Abraham’s Servant. by Giovanni Benedetto Castiglione (Italian, 1609–1664). oil on canvas. Italy, 17th century. Painting. This work has long been called <em>Journey of a Patriarch</em> in the belief that the artist intended no specific subject. The painting instead depicts a moment in the Old Testament book of Genesis. Abraham secures a pledge from his servant to find a wife for Abraham’s son Isaac. The servant wears a <em>zamt</em>, a goatskin cap common in North Africa in the 1600s, here dyed an unusual shade of blue, a color associated with faith and trust, symbolizing his sacred oath.. The musical instrument at the left symbolizes love, foreshadowing the wedding the servant pledges to facilitate.",822
141303,1964.52,"The First Adventure of the White Horse, Page from the Khan Khanan's Razm Nama (Book of Wars)",Unknown,c. 1610–17,"Gum tempera, ink, and gold on paper",Indian and Southeast Asian Art,"India, Subimperial Mughal school, 17th century",Painting,"After the five Pandava brothers defeated their cousins, the oldest, who became king, performed an ancient Vedic ritual known as the horse sacrifice in order to determine the physical extent of his rule. For one year a horse wanders freely around the country, attended by warriors, and every land through which the horse passes becomes part of the king’s territory. The warriors go to battle with any local resistance. In this case, the warrior following the horse is Arjuna, one of the five Pandava brothers. He has encountered the son-in-law of the god of fire, Agni, who creates a river of fire to block the warriors. In a dramatic composition set on the banks of the swirling golden river of fire, running diagonally down the page between multicolored rocky outcrops, Arjuna, dark-skinned and crowned, pleads with Agni, the god of fire. He prays that the horse be allowed to pass, saying that the horse sacrifice is in accordance with sacred Vedic injunctions, and that at the end of the year, the horse will be sacrificed to him, the god of fire himself.",,https://openaccess-cdn.clevelandart.org/1964.52/1964.52_web.jpg,https://clevelandart.org/art/1964.52,"After the five Pandava brothers defeated their cousins, the oldest, who became king, performed an ancient Vedic ritual known as the horse sacrifice in order to determine the physical extent of his rule. For one year a horse wanders freely around the country, attended by warriors, and every land through which the horse passes becomes part of the king’s territory. The warriors go to battle with any local resistance. In this case, the warrior following the horse is Arjuna, one of the five Pandava brothers. He has encountered the son-in-law of the god of fire, Agni, who creates a river of fire to block the warriors. In a dramatic composition set on the banks of the swirling golden river of fire, running diagonally down the page between multicolored rocky outcrops, Arjuna, dark-skinned and crowned, pleads with Agni, the god of fire. He prays that the horse be allowed to pass, saying that the horse sacrifice is in accordance with sacred Vedic injunctions, and that at the end of the year, the horse will be sacrificed to him, the god of fire himself.",,,,"The First Adventure of the White Horse, Page from the Khan Khanan's Razm Nama (Book of Wars). Gum tempera, ink, and gold on paper. India, Subimperial Mughal school, 17th century. Painting. After the five Pandava brothers defeated their cousins, the oldest, who became king, performed an ancient Vedic ritual known as the horse sacrifice in order to determine the physical extent of his rule. For one year a horse wanders freely around the country, attended by warriors, and every land through which the horse passes becomes part of the king’s territory. The warriors go to battle with any local resistance. In this case, the warrior following the horse is Arjuna, one of the five Pandava brothers. He has encountered the son-in-law of the god of fire, Agni, who creates a river of fire to block the warriors. In a dramatic composition set on the banks of the swirling golden river of fire, running diagonally down the page between multicolored rocky outcrops, Arjuna, dark-skinned and crowned, pleads with Agni, the god of fire. He prays that the horse be allowed to pass, saying that the horse sacrifice is in accordance with sacred Vedic injunctions, and that at the end of the year, the horse will be sacrificed to him, the god of fire himself.",823
97189,1916.823,Landscape with Travelers,"Herman van Swanevelt (Dutch, c. 1600–1655)",1630s,oil on canvas,European Painting and Sculpture,Netherlands,Painting,"Swanevelt played an important role in the development of 17th-century landscape painting in Rome. Often regarded as a follower of Claude Lorrain (1600-1682), with whom he briefly shared a home, most scholars now believe that the influence was mutual. Swanevelt's landscapes are distinguished by the use of Roman peasants, rather than the classical figures preferred by his contemporaries.",,https://openaccess-cdn.clevelandart.org/1916.823/1916.823_web.jpg,https://clevelandart.org/art/1916.823,"Swanevelt played an important role in the development of 17th-century landscape painting in Rome. Often regarded as a follower of Claude Lorrain (1600-1682), with whom he briefly shared a home, most scholars now believe that the influence was mutual. Swanevelt's landscapes are distinguished by the use of Roman peasants, rather than the classical figures preferred by his contemporaries.",calm,landscape,old masters (before 1800),"Landscape with Travelers. by Herman van Swanevelt (Dutch, c. 1600–1655). oil on canvas. Netherlands. Painting. Swanevelt played an important role in the development of 17th-century landscape painting in Rome. Often regarded as a follower of Claude Lorrain (1600-1682), with whom he briefly shared a home, most scholars now believe that the influence was mutual. Swanevelt's landscapes are distinguished by the use of Roman peasants, rather than the classical figures preferred by his contemporaries.. mood: calm. subject: landscape. style: old masters (before 1800)",824
98000,1917.63,Beach Scene,"Eugène Boudin (French, 1824–1898)",c. 1865–1867,oil on wood panel,Modern European Painting and Sculpture,"France, 19th century",Painting,"On a beach where a strong breeze moves off the water from left to right, figures of French women, men, and children in chic Parisian dress stroll, sit, chat, or take donkey rides. The activities depicted (promenades, socializing, riding, sandbox playing) are the same as those enjoyed by residents of London or Paris. At the right, the dog suggests that these are vacationers rather than tourists seeking to recreate their urban pastimes at the seashore. Painted outdoors, this composition is typical of Boudin's beach scenes in the 1860s in its low-lying horizon, cloud-filled sky, and figures ranged across the middle ground. By scattering the figures over the surface and not closing off the scene with framing elements, the artist created the impression of a partial view of a much larger scene.",,https://openaccess-cdn.clevelandart.org/1917.63/1917.63_web.jpg,https://clevelandart.org/art/1917.63,"On a beach where a strong breeze moves off the water from left to right, figures of French women, men, and children in chic Parisian dress stroll, sit, chat, or take donkey rides. The activities depicted (promenades, socializing, riding, sandbox playing) are the same as those enjoyed by residents of London or Paris. At the right, the dog suggests that these are vacationers rather than tourists seeking to recreate their urban pastimes at the seashore. Painted outdoors, this composition is typical of Boudin's beach scenes in the 1860s in its low-lying horizon, cloud-filled sky, and figures ranged across the middle ground. By scattering the figures over the surface and not closing off the scene with framing elements, the artist created the impression of a partial view of a much larger scene.",,,,"Beach Scene. by Eugène Boudin (French, 1824–1898). oil on wood panel. France, 19th century. Painting. On a beach where a strong breeze moves off the water from left to right, figures of French women, men, and children in chic Parisian dress stroll, sit, chat, or take donkey rides. The activities depicted (promenades, socializing, riding, sandbox playing) are the same as those enjoyed by residents of London or Paris. At the right, the dog suggests that these are vacationers rather than tourists seeking to recreate their urban pastimes at the seashore. Painted outdoors, this composition is typical of Boudin's beach scenes in the 1860s in its low-lying horizon, cloud-filled sky, and figures ranged across the middle ground. By scattering the figures over the surface and not closing off the scene with framing elements, the artist created the impression of a partial view of a much larger scene.",825
145924,1971.136,Funerary Portrait of a Woman,Unknown,c. 138–92 CE,encaustic on linen,Egyptian and Ancient Near Eastern Art,"Egypt, Roman Empire, Antonine",Painting,"So-called mummy portraits were apparently painted during the owners' lives and hung in their homes. At the time of the owner's death, the portrait was taken down, cut from its frame, and trimmed to fit the deceased's mummy, to which it was bound. It was at that time also that the gilding on the center painting was added.",,https://openaccess-cdn.clevelandart.org/1971.136/1971.136_web.jpg,https://clevelandart.org/art/1971.136,"So-called mummy portraits were apparently painted during the owners' lives and hung in their homes. At the time of the owner's death, the portrait was taken down, cut from its frame, and trimmed to fit the deceased's mummy, to which it was bound. It was at that time also that the gilding on the center painting was added.",,,,"Funerary Portrait of a Woman. encaustic on linen. Egypt, Roman Empire, Antonine. Painting. So-called mummy portraits were apparently painted during the owners' lives and hung in their homes. At the time of the owner's death, the portrait was taken down, cut from its frame, and trimmed to fit the deceased's mummy, to which it was bound. It was at that time also that the gilding on the center painting was added.",826
94983,1915.536,Ramblers over a Winding Stream,"Luo Zhichuan (Chinese, active 1280s–1320s)",before 1330,Album leaf; ink on silk,Chinese Art,"China, Yuan dynasty (1271-1368)",Painting,"This album leaf is one of few surviving paintings by Luo Zichuan. During the Yuan dynasty, the Luo family of painters in Jiangxi province, in Southern China, had a network of patrons extending their reputation all the way to the capital city of Beijing. <br><br>The small, rounded figures crossing the bridge on the right are gentlemen enjoying a ramble, rather than ascetics or travelers. The composition is dominated in the center foreground by “crab-claw” trees with knotty trunks and twisting branches. Their robust forms show Luo’s connection to the earlier master, Guo Xi (about 1020–about 1090).",,https://openaccess-cdn.clevelandart.org/1915.536/1915.536_web.jpg,https://clevelandart.org/art/1915.536,"This album leaf is one of few surviving paintings by Luo Zichuan. During the Yuan dynasty, the Luo family of painters in Jiangxi province, in Southern China, had a network of patrons extending their reputation all the way to the capital city of Beijing. <br><br>The small, rounded figures crossing the bridge on the right are gentlemen enjoying a ramble, rather than ascetics or travelers. The composition is dominated in the center foreground by “crab-claw” trees with knotty trunks and twisting branches. Their robust forms show Luo’s connection to the earlier master, Guo Xi (about 1020–about 1090).",calm,landscape,non-western,"Ramblers over a Winding Stream. by Luo Zhichuan (Chinese, active 1280s–1320s). Album leaf; ink on silk. China, Yuan dynasty (1271-1368). Painting. This album leaf is one of few surviving paintings by Luo Zichuan. During the Yuan dynasty, the Luo family of painters in Jiangxi province, in Southern China, had a network of patrons extending their reputation all the way to the capital city of Beijing. <br><br>The small, rounded figures crossing the bridge on the right are gentlemen enjoying a ramble, rather than ascetics or travelers. The composition is dominated in the center foreground by “crab-claw” trees with knotty trunks and twisting branches. Their robust forms show Luo’s connection to the earlier master, Guo Xi (about 1020–about 1090).. mood: calm. subject: landscape. style: non-western",827
142293,1966.125,The Virgin and Child Appearing to Saint Francis of Assisi,"Luca Giordano (Italian, 1634–1705)",1680s,oil on canvas,European Painting and Sculpture,"Italy, 17th century",Painting,"This work represents the High Baroque tradition of illustrating the visions and ecstasies of holy figures. St. Francis stands to the right of the apparition of the Virgin and Child, while motioning to a mother with three young infants, a symbolic representation of Charity. A popular Italian saint, St. Francis of Assisi (1181?- 1226) was famed for his many holy visions and was reported to have received the stigmata, bodily punctures that echoed the crucifixion wounds of Christ. Close observation of the painting reveals that Giordano originally painted St. Francis motioning his hands towards the Virgin and Child, perhaps reaching for the Infant Christ. In the final version, however, St. Francis gestures to the figure of Charity, as a witness to the saint's spiritual vision. The saint thus serves as the intermediary for humankind, appealing to the Virgin and Child for the sake of Charity. St. Francis, the founder of the Franciscan order of monastics, dedicated his life to assisting the poor and remains one of the most popular Catholic saints.",,https://openaccess-cdn.clevelandart.org/1966.125/1966.125_web.jpg,https://clevelandart.org/art/1966.125,"This work represents the High Baroque tradition of illustrating the visions and ecstasies of holy figures. St. Francis stands to the right of the apparition of the Virgin and Child, while motioning to a mother with three young infants, a symbolic representation of Charity. A popular Italian saint, St. Francis of Assisi (1181?- 1226) was famed for his many holy visions and was reported to have received the stigmata, bodily punctures that echoed the crucifixion wounds of Christ. Close observation of the painting reveals that Giordano originally painted St. Francis motioning his hands towards the Virgin and Child, perhaps reaching for the Infant Christ. In the final version, however, St. Francis gestures to the figure of Charity, as a witness to the saint's spiritual vision. The saint thus serves as the intermediary for humankind, appealing to the Virgin and Child for the sake of Charity. St. Francis, the founder of the Franciscan order of monastics, dedicated his life to assisting the poor and remains one of the most popular Catholic saints.",spiritual,religious-mythological,old masters (before 1800),"The Virgin and Child Appearing to Saint Francis of Assisi. by Luca Giordano (Italian, 1634–1705). oil on canvas. Italy, 17th century. Painting. This work represents the High Baroque tradition of illustrating the visions and ecstasies of holy figures. St. Francis stands to the right of the apparition of the Virgin and Child, while motioning to a mother with three young infants, a symbolic representation of Charity. A popular Italian saint, St. Francis of Assisi (1181?- 1226) was famed for his many holy visions and was reported to have received the stigmata, bodily punctures that echoed the crucifixion wounds of Christ. Close observation of the painting reveals that Giordano originally painted St. Francis motioning his hands towards the Virgin and Child, perhaps reaching for the Infant Christ. In the final version, however, St. Francis gestures to the figure of Charity, as a witness to the saint's spiritual vision. The saint thus serves as the intermediary for humankind, appealing to the Virgin and Child for the sake of Charity. St. Francis, the founder of the Franciscan order of monastics, dedicated his life to assisting the poor and remains one of the most popular Catholic saints.. mood: spiritual. subject: religious-mythological. style: old masters (before 1800)",828
137940,1962.279.66.a,"The prince’s ordeal continues, he is ordered away to be executed for the fifth time, from a Tuti-nama (Tales of a Parrot): Eighth Night","Ghulam 'Ali (Indian, active 1550s-1590s)",c. 1560,"gum tempera, ink, and gold on paper",Indian and Southeast Asian Art,"Mughal India, court of Akbar (reigned 1556–1605)",Painting,"The deceptive handmaiden appeals her case to the enthroned king, falsely claiming that the young prince has assaulted her. The prince, dressed in white, is taken away by two armed guards to be executed.",Works attributed to the artist Ghulam ‘Ali are found in only one other known manuscript.,https://openaccess-cdn.clevelandart.org/1962.279.66.a/1962.279.66.a_web.jpg,https://clevelandart.org/art/1962.279.66.a,"The deceptive handmaiden appeals her case to the enthroned king, falsely claiming that the young prince has assaulted her. The prince, dressed in white, is taken away by two armed guards to be executed.",,,,"The prince’s ordeal continues, he is ordered away to be executed for the fifth time, from a Tuti-nama (Tales of a Parrot): Eighth Night. by Ghulam 'Ali (Indian, active 1550s-1590s). gum tempera, ink, and gold on paper. Mughal India, court of Akbar (reigned 1556–1605). Painting. The deceptive handmaiden appeals her case to the enthroned king, falsely claiming that the young prince has assaulted her. The prince, dressed in white, is taken away by two armed guards to be executed.. Works attributed to the artist Ghulam ‘Ali are found in only one other known manuscript.",829
155097,1989.87,Boating in Moonlight,Unknown,1600s,album leaf; ink on silk,Korean Art,"Korea, Joseon dynasty (1392–1910)",Painting,"Painted in bold brushstrokes and ink wash, contrasting black and white, and occupied and voided space, this intimately sized painting depicts a scholar-hermit enjoying elegant boating under moonlight. The theme of a moonlight boat excursion below a cliff depicted in this work echoes the tradition of illustrating ""Ode to the Red Cliff,"" a pair of poems by Su Shi, famous Northern Song Chinese poet (1037–1101).","Look how many objects are contained in this little boat—a potted plant, a book, a pear-shaped lute, a tiered lunch box, a tea pot, and a portable stove.",https://openaccess-cdn.clevelandart.org/1989.87/1989.87_web.jpg,https://clevelandart.org/art/1989.87,"Painted in bold brushstrokes and ink wash, contrasting black and white, and occupied and voided space, this intimately sized painting depicts a scholar-hermit enjoying elegant boating under moonlight. The theme of a moonlight boat excursion below a cliff depicted in this work echoes the tradition of illustrating ""Ode to the Red Cliff,"" a pair of poems by Su Shi, famous Northern Song Chinese poet (1037–1101).",,,,"Boating in Moonlight. album leaf; ink on silk. Korea, Joseon dynasty (1392–1910). Painting. Painted in bold brushstrokes and ink wash, contrasting black and white, and occupied and voided space, this intimately sized painting depicts a scholar-hermit enjoying elegant boating under moonlight. The theme of a moonlight boat excursion below a cliff depicted in this work echoes the tradition of illustrating ""Ode to the Red Cliff,"" a pair of poems by Su Shi, famous Northern Song Chinese poet (1037–1101).. Look how many objects are contained in this little boat—a potted plant, a book, a pear-shaped lute, a tiered lunch box, a tea pot, and a portable stove.",830
